Census Tract,2028 Total Population
280870009.01,"2,448"
280870009.02,"2,983"
280870010.00,"2,211"
280870011.00,"1,669"
280879800.00,"1,558"
280959501.01,"2,630"
280959501.02,"2,565"
280959502.01,"2,894"
280959502.02,"4,123"
280959503.00,"3,186"
280959504.00,"2,997"
280959505.01,"2,855"
280959505.02,"3,910"
280959506.00,"3,043"
280959507.00,"2,198"
280959508.00,"2,846"
281039501.00,"4,524"
281039502.00,"2,832"
281059501.01,"6,310"
281059501.02,"3,802"
281059502.01,"3,390"
281059502.02,"3,393"
281059503.00,"3,591"
281059504.01,"5,392"
281059504.02,"2,494"
281059505.00,"3,917"
281059506.01,"5,244"
281059506.03,"3,367"
281059506.04,"3,144"
281059507.01,"4,387"
281059507.02,"4,189"
281159501.01,"4,419"
281159501.02,"6,196"
281159502.00,"5,408"
281159503.00,"5,692"
281159504.00,"5,184"
281159505.00,"5,427"
281179501.01,"3,284"
281179501.02,"2,292"
281179502.01,"3,213"
281179502.02,"3,036"
281179503.01,"2,960"
281179503.02,"3,439"
281179504.00,"4,626"
281179505.00,"1,780"
281399501.00,"4,592"
281399502.01,"4,282"
281399502.02,"2,042"
281399503.00,"2,916"
281399504.01,"4,896"
281399504.02,"2,698"
281419501.01,"1,929"
281419501.02,"1,285"
281419502.00,"2,531"
281419503.01,"2,805"
281419503.02,"2,972"
281419504.01,"3,257"
281419504.02,"3,414"
281459501.00,"4,290"
281459502.00,"5,548"
281459503.00,"4,220"
281459504.00,"3,766"
281459505.00,"6,119"
281459506.00,"4,260"
281559501.00,"4,919"
281599501.00,"2,942"
370399303.00,"2,269"
370399304.01,"4,036"
370399304.02,"2,231"
370399305.01,"1,964"
370399305.02,"4,134"
370399306.03,"1,911"
370399306.04,"1,945"
370399306.05,"2,139"
370399306.06,"2,732"
470110115.01,"5,775"
470110115.02,"4,106"
470110116.01,"5,017"
470110116.02,"5,020"
470519606.00,"5,473"
470519607.00,"3,836"
470519608.00,"2,954"
470559204.00,"2,995"
470559206.00,"2,902"
470559207.00,"1,726"
470559208.00,"3,062"
470650004.00,"3,567"
470650006.00,"3,595"
470650007.00,"4,238"
470650008.00,"2,053"
470650011.00,"1,473"
470650012.00,"3,106"
470650013.00,"2,077"
470650014.00,"1,893"
470650016.00,"3,484"
470650018.00,"2,472"
470650019.00,"5,415"
470650020.00,"2,817"
470650023.00,"1,473"
470650024.00,"4,724"
470650025.00,"4,682"
470650026.00,"4,071"
470650028.00,"3,688"
470650029.00,"2,592"
470650030.00,"2,512"
470650031.00,"2,363"
470650032.00,"3,059"
470650033.00,"6,841"
470650034.00,"4,161"
470650105.02,"3,100"
470650107.00,"3,195"
470650108.00,"4,176"
470650109.01,"2,207"
470650109.02,938
470650109.04,"2,477"
470650112.03,"7,267"
470650112.04,"6,128"
470650112.05,"9,449"
470650112.06,"4,966"
470650113.11,"11,238"
470650113.14,"5,322"
470650113.21,"8,789"
470650113.23,"5,809"
470650113.24,"4,222"
470650113.25,"6,527"
470650113.26,"5,833"
470650114.02,"5,610"
470650114.11,"4,481"
470650114.42,"2,780"
470650114.44,"3,251"
470650114.45,"4,079"
470650114.46,"4,006"
470650114.47,"8,922"
470650114.48,"3,947"
470650114.49,"2,583"
470650116.00,"6,347"
470650117.00,"4,343"
470650118.00,"7,260"
470650119.00,"1,624"
470650120.00,"2,035"
470650121.00,"6,171"
470650122.00,"2,015"
470650123.00,"4,826"
470650124.00,"5,448"
470659801.00,0
470659802.00,0
470699505.00,"4,274"
470699506.00,"2,384"
470719205.01,"4,045"
470719205.02,"1,514"
470719206.00,"3,299"
470999606.00,"2,141"
470999607.00,"3,954"
470999609.00,"2,082"
471039752.00,"1,989"
471039753.00,"6,803"
471039754.00,"4,084"
471039755.00,"5,638"
471039756.01,"5,960"
471039756.02,"4,493"
471039757.00,"3,317"
471099305.01,"2,394"
471099306.00,"3,617"
471099307.00,"3,221"
471150501.01,"3,463"
471150501.02,"5,881"
471150502.01,"4,400"
471150502.03,"2,501"
471150502.04,"4,437"
471150503.01,"5,500"
471150503.02,"3,178"
471399501.00,"1,517"
471399502.04,"2,993"
471399503.00,"4,277"
471399504.00,"3,689"
471819503.00,"3,243"
471819504.00,"3,215"
