Census Tract,2023 Total Population
280959501.01,"2,639"
280959501.02,"2,601"
280959502.01,"2,889"
280959502.02,"4,202"
280959503.00,"3,280"
280959504.00,"3,066"
280959505.01,"2,932"
280959505.02,"3,945"
280959506.00,"3,115"
280959507.00,"2,246"
280959508.00,"2,859"
281039501.00,"4,693"
281039502.00,"2,962"
281059501.01,"6,080"
281059501.02,"3,620"
281059502.01,"3,493"
281059502.02,"3,403"
281059503.00,"3,585"
281059504.01,"5,486"
281059504.02,"2,417"
281059505.00,"3,977"
281059506.01,"5,356"
281059506.03,"3,081"
281059506.04,"3,182"
281059507.01,"4,323"
281059507.02,"4,238"
281159501.01,"4,328"
281159501.02,"6,062"
281159502.00,"5,232"
281159503.00,"5,697"
281159504.00,"5,073"
281159505.00,"5,418"
281179501.01,"3,336"
281179501.02,"2,329"
281179502.01,"3,238"
281179502.02,"3,025"
281179503.01,"2,995"
281179503.02,"3,475"
281179504.00,"4,605"
281179505.00,"1,816"
281399501.00,"4,666"
281399502.01,"4,315"
281399502.02,"2,038"
281399503.00,"2,948"
281399504.01,"4,956"
281399504.02,"2,718"
281419501.01,"1,978"
281419501.02,"1,332"
281419502.00,"2,535"
281419503.01,"2,880"
281419503.02,"3,039"
281419504.01,"3,288"
281419504.02,"3,482"
281459501.00,"4,382"
281459502.00,"5,428"
281459503.00,"4,291"
281459504.00,"3,796"
281459505.00,"6,034"
281459506.00,"4,122"
281559501.00,"4,836"
281599501.00,"2,999"
370399303.00,"2,325"
370399304.01,"3,991"
370399304.02,"2,234"
370399305.01,"2,000"
370399305.02,"3,854"
370399306.03,"1,901"
370399306.04,"1,843"
370399306.05,"2,086"
370399306.06,"2,567"
470110115.01,"5,692"
470110115.02,"3,924"
470110116.01,"5,041"
470110116.02,"4,995"
470519606.00,"5,376"
470519607.00,"3,906"
470519608.00,"2,985"
470559204.00,"2,975"
470559206.00,"2,840"
470559207.00,"1,744"
470559208.00,"3,060"
470650004.00,"3,582"
470650006.00,"3,642"
470650007.00,"4,323"
470650008.00,"2,069"
470650011.00,"1,503"
470650012.00,"3,105"
470650013.00,"2,036"
470650014.00,"1,881"
470650016.00,"3,338"
470650018.00,"2,520"
470650019.00,"4,432"
470650020.00,"2,649"
470650023.00,"1,521"
470650024.00,"4,850"
470650025.00,"4,797"
470650026.00,"3,016"
470650028.00,"3,738"
470650029.00,"2,610"
470650030.00,"2,452"
470650031.00,"2,366"
470650032.00,"3,110"
470650033.00,"6,692"
470650034.00,"4,235"
470650105.02,"3,145"
470650107.00,"3,160"
470650108.00,"4,121"
470650109.01,"2,272"
470650109.02,941
470650109.04,"2,527"
470650112.03,"7,262"
470650112.04,"6,023"
470650112.05,"9,136"
470650112.06,"4,733"
470650113.11,"9,951"
470650113.14,"5,441"
470650113.21,"8,344"
470650113.23,"5,965"
470650113.24,"4,260"
470650113.25,"6,460"
470650113.26,"5,666"
470650114.02,"5,698"
470650114.11,"4,356"
470650114.42,"2,851"
470650114.44,"3,337"
470650114.45,"3,935"
470650114.46,"4,048"
470650114.47,"8,946"
470650114.48,"4,034"
470650114.49,"2,541"
470650116.00,"6,191"
470650117.00,"4,396"
470650118.00,"7,144"
470650119.00,"1,654"
470650120.00,"2,061"
470650121.00,"6,151"
470650122.00,"2,010"
470650123.00,"4,667"
470650124.00,"5,406"
470659801.00,0
470659802.00,0
470699505.00,"4,275"
470699506.00,"2,463"
470719205.01,"4,044"
470719205.02,"1,517"
470719206.00,"3,320"
470999606.00,"2,163"
470999607.00,"3,963"
470999609.00,"2,045"
471039752.00,"1,921"
471039753.00,"6,675"
471039754.00,"4,109"
471039755.00,"5,443"
471039756.01,"5,978"
471039756.02,"4,407"
471039757.00,"3,332"
471099305.01,"2,432"
471099306.00,"3,652"
471099307.00,"3,218"
471150501.01,"3,561"
471150501.02,"5,943"
471150502.01,"4,525"
471150502.03,"2,526"
471150502.04,"3,990"
471150503.01,"5,558"
471150503.02,"3,106"
471399501.00,"1,561"
471399502.04,"2,938"
471399503.00,"4,256"
471399504.00,"3,625"
471819503.00,"3,295"
471819504.00,"3,134"
