Census Tract,2023 Median Household Income
132231203.04,"$75,434"
132231203.05,"$55,159"
132231203.06,"$62,485"
132231203.07,"$57,753"
132231204.01,"$65,645"
132231204.02,"$97,243"
132231204.03,"$65,269"
132231205.03,"$100,791"
132231205.04,"$78,011"
132231205.05,"$85,054"
132231205.06,"$88,288"
132231205.07,"$81,702"
132231206.01,"$83,538"
132231206.03,"$97,254"
132231206.04,"$103,964"
132231206.05,"$96,474"
132231206.06,"$113,676"
132231206.07,"$103,981"
132270501.01,"$133,081"
132270501.02,"$82,762"
132270502.01,"$75,038"
132270502.02,"$55,078"
132270503.00,"$69,550"
132270504.00,"$62,808"
132270505.00,"$65,659"
132270506.01,"$84,260"
132270506.02,"$52,785"
132330101.00,"$57,403"
132330102.01,"$60,861"
132330102.02,"$67,340"
132330103.00,"$50,776"
132330104.00,"$45,651"
132330105.00,"$44,069"
132330106.00,"$53,914"
132330107.00,"$47,495"
132470601.01,"$76,607"
132470602.01,"$48,659"
132470602.03,"$70,363"
132470602.04,"$83,212"
132470603.10,"$36,017"
132470603.11,"$72,621"
132470603.17,"$51,115"
132470603.18,"$48,051"
132470604.03,"$78,856"
132470604.06,"$91,297"
132470604.07,"$70,029"
132470604.08,"$89,690"
132470604.09,"$80,214"
132470604.10,"$65,663"
132470604.11,"$84,593"
132551601.01,"$51,321"
132551601.02,"$50,895"
132551602.01,"$70,433"
132551602.02,"$76,011"
132551603.00,"$33,645"
132551604.01,"$36,220"
132551604.02,"$26,203"
132551605.00,"$59,379"
132551606.00,"$63,470"
132551607.01,"$48,458"
132551607.02,"$65,617"
132551608.00,"$30,578"
132551609.00,"$36,365"
132551610.00,"$58,808"
132551611.00,"$69,969"
132551612.01,"$57,069"
132551612.02,"$55,893"
132859601.01,"$49,175"
132859601.02,"$49,403"
132910001.01,"$60,605"
132910001.03,"$75,785"
132910001.04,"$54,678"
132910002.01,"$56,371"
132910002.04,"$56,069"
132950201.01,"$40,681"
132950201.02,"$39,239"
132950202.00,"$35,983"
132950203.01,"$45,304"
132950203.02,"$43,520"
132950204.00,"$87,017"
132950205.03,"$57,159"
132950205.04,"$55,675"
132950205.05,"$66,575"
132950205.06,"$55,082"
132950206.01,"$80,110"
132950206.02,"$48,952"
132950207.01,"$37,989"
132950207.02,"$30,495"
132950208.00,"$56,725"
132950209.02,"$51,956"
132950209.03,"$50,684"
132950209.04,"$57,218"
133130001.01,"$75,000"
133130001.03,"$78,927"
133130001.04,"$66,672"
133130002.00,"$57,365"
133130003.01,"$56,268"
133130003.03,"$56,665"
133130003.04,"$72,928"
133130004.01,"$43,805"
133130004.02,"$44,739"
133130005.01,"$68,434"
133130005.02,"$36,880"
133130006.00,"$75,788"
133130007.00,"$62,534"
133130008.01,"$55,126"
133130008.02,"$68,822"
133130009.00,"$93,715"
133130010.00,"$50,079"
133130011.00,"$41,713"
133130012.00,"$47,808"
133130013.00,"$42,898"
133130014.00,"$77,757"
133130015.00,"$55,881"
280039501.00,"$54,959"
280039502.01,"$35,064"
280039502.02,"$82,564"
280039503.00,"$44,379"
280039504.01,"$65,863"
280039504.02,"$38,213"
280039505.01,"$37,586"
280039505.02,"$21,870"
280039506.00,"$50,631"
280039507.00,"$54,331"
280099501.02,"$42,778"
280099502.00,"$36,206"
280139501.00,"$44,642"
280139504.00,"$43,961"
280179501.00,"$33,112"
280179502.00,"$43,733"
280179503.00,"$36,639"
280179504.01,"$40,800"
280179504.02,"$46,227"
280199501.00,"$39,277"
280199502.00,"$41,547"
280199503.00,"$29,954"
280259501.00,"$38,188"
280259502.00,"$42,931"
280259503.00,"$25,000"
280259504.00,"$37,344"
280259505.00,"$53,084"
280579501.00,"$50,304"
280579502.01,"$66,179"
280579502.02,"$62,603"
280579503.00,"$41,463"
280579504.00,"$58,192"
280579505.00,"$56,552"
280819501.01,"$79,860"
280819501.02,"$49,586"
280819502.02,"$64,214"
280819502.03,"$116,328"
280819502.04,"$71,915"
280819503.01,"$78,441"
280819503.02,"$54,512"
280819504.01,"$67,054"
280819504.03,"$84,160"
280819504.04,"$110,447"
280819505.01,"$40,876"
280819505.02,"$71,708"
280819506.01,"$57,546"
280819506.02,"$37,543"
280819507.00,"$29,482"
280819508.00,"$46,379"
280819509.01,"$80,362"
280819509.02,"$57,538"
280819510.01,"$55,940"
280819510.02,"$36,837"
280819511.01,"$46,990"
280819511.02,"$73,494"
280819800.00,$0
280870001.02,"$64,992"
280870001.03,"$85,138"
280870001.04,"$72,720"
280870003.01,"$61,250"
280870003.02,"$76,491"
280870004.03,"$58,705"
280870004.04,"$69,281"
280870004.05,"$53,410"
280870004.06,"$84,875"
280870005.00,"$50,819"
280870006.00,"$21,418"
280870007.00,"$34,347"
280870008.00,"$18,914"
280870009.01,"$60,013"
280870009.02,"$24,463"
280870010.00,"$60,546"
280870011.00,"$37,549"
280879800.00,"$68,674"
280959501.01,"$53,401"
280959501.02,"$57,969"
280959502.01,"$73,922"
280959502.02,"$44,290"
280959503.00,"$61,695"
280959504.00,"$27,717"
280959505.01,"$48,695"
280959505.02,"$43,205"
280959506.00,"$45,749"
280959507.00,"$50,986"
280959508.00,"$39,130"
281039501.00,"$42,601"
281039502.00,"$40,017"
281059501.01,"$41,003"
281059501.02,"$47,924"
281059502.01,"$51,087"
281059502.02,"$43,707"
281059503.00,"$35,454"
281059504.01,"$14,807"
281059504.02,"$42,717"
281059505.00,"$31,872"
281059506.01,"$93,058"
281059506.03,"$62,260"
281059506.04,"$38,848"
281059507.01,"$59,604"
281059507.02,"$44,853"
281159501.01,"$54,766"
281159501.02,"$52,848"
281159502.00,"$57,098"
281159503.00,"$53,289"
281159504.00,"$50,922"
281159505.00,"$67,325"
281179501.01,"$45,111"
281179501.02,"$50,558"
281179502.01,"$53,356"
281179502.02,"$55,261"
281179503.01,"$29,244"
281179503.02,"$52,953"
281179504.00,"$55,484"
281179505.00,"$37,980"
281399501.00,"$41,029"
281399502.01,"$28,511"
281399502.02,"$37,459"
281399503.00,"$60,101"
281399504.01,"$57,831"
281399504.02,"$41,373"
281419501.01,"$47,241"
281419501.02,"$42,504"
281419502.00,"$35,000"
281419503.01,"$52,274"
281419503.02,"$48,159"
281419504.01,"$38,294"
281419504.02,"$50,074"
281459501.00,"$48,055"
281459502.00,"$49,179"
281459503.00,"$52,524"
281459504.00,"$42,780"
281459505.00,"$54,660"
281459506.00,"$51,066"
281559501.00,"$60,140"
281599501.00,"$45,014"
370399303.00,"$50,969"
370399304.01,"$51,925"
370399304.02,"$43,721"
370399305.01,"$73,627"
370399305.02,"$46,455"
370399306.03,"$43,130"
370399306.04,"$34,494"
370399306.05,"$48,734"
370399306.06,"$41,075"
470110115.01,"$66,005"
470110115.02,"$78,095"
470110116.01,"$54,702"
470110116.02,"$56,321"
470519606.00,"$47,756"
470519607.00,"$65,062"
470519608.00,"$54,703"
470559204.00,"$49,620"
470559206.00,"$62,232"
470559207.00,"$54,885"
470559208.00,"$53,195"
470650004.00,"$26,282"
470650006.00,"$95,106"
470650007.00,"$96,103"
470650008.00,"$61,161"
470650011.00,"$49,891"
470650012.00,"$31,177"
470650013.00,"$25,559"
470650014.00,"$56,174"
470650016.00,"$17,083"
470650018.00,"$64,302"
470650019.00,"$24,439"
470650020.00,"$84,373"
470650023.00,"$39,191"
470650024.00,"$33,812"
470650025.00,"$26,417"
470650026.00,"$32,358"
470650028.00,"$64,146"
470650029.00,"$43,332"
470650030.00,"$48,294"
470650031.00,"$78,688"
470650032.00,"$38,949"
470650033.00,"$52,207"
470650034.00,"$40,056"
470650105.02,"$83,147"
470650107.00,"$50,588"
470650108.00,"$46,368"
470650109.01,"$63,401"
470650109.02,"$63,213"
470650109.04,"$68,950"
470650112.03,"$102,865"
470650112.04,"$66,209"
470650112.05,"$117,404"
470650112.06,"$62,922"
470650113.11,"$75,718"
470650113.14,"$92,958"
470650113.21,"$94,066"
470650113.23,"$88,947"
470650113.24,"$142,451"
470650113.25,"$100,824"
470650113.26,"$73,933"
470650114.02,"$51,545"
470650114.11,"$56,675"
470650114.42,"$57,906"
470650114.44,"$39,208"
470650114.45,"$53,019"
470650114.46,"$75,875"
470650114.47,"$99,423"
470650114.48,"$55,020"
470650114.49,"$57,235"
470650116.00,"$45,890"
470650117.00,"$63,426"
470650118.00,"$56,188"
470650119.00,"$47,202"
470650120.00,"$160,176"
470650121.00,"$75,040"
470650122.00,"$26,026"
470650123.00,"$40,879"
470650124.00,"$52,876"
470659801.00,$0
470659802.00,$0
470699505.00,"$48,209"
470699506.00,"$37,842"
470719205.01,"$55,764"
470719205.02,"$39,083"
470719206.00,"$45,739"
470999606.00,"$43,593"
470999607.00,"$57,233"
470999609.00,"$49,421"
471039752.00,"$78,035"
471039753.00,"$46,655"
471039754.00,"$52,493"
471039755.00,"$63,902"
471039756.01,"$77,439"
471039756.02,"$63,902"
471039757.00,"$77,308"
471099305.01,"$43,575"
471099306.00,"$53,563"
471099307.00,"$53,219"
471150501.01,"$57,977"
471150501.02,"$59,448"
471150502.01,"$54,606"
471150502.03,"$58,527"
471150502.04,"$52,291"
471150503.01,"$44,380"
471150503.02,"$59,918"
471399501.00,"$37,212"
471399502.04,"$80,916"
471399503.00,"$46,322"
471399504.00,"$44,728"
471819503.00,"$43,785"
471819504.00,"$51,240"
